Ticker / Index,Name,Date,Value,Change,ISIN
OMXBBGI,OMX_Baltic_Benchmark_GI,09.11.2009,316;31,-41;39,
OMXBBGI,OMX_Baltic_Benchmark_GI,10.11.2009,315;44,-41;55,
OMXBBGI,OMX_Baltic_Benchmark_GI,11.11.2009,314;02,-41;82,
OMXBBGI,OMX_Baltic_Benchmark_GI,12.11.2009,313;44,-41;92,
OMXBBGI,OMX_Baltic_Benchmark_GI,13.11.2009,313;87,-41;84,
OMXBBGI,OMX_Baltic_Benchmark_GI,16.11.2009,318;38,-41;01,
OMXBBGI,OMX_Baltic_Benchmark_GI,17.11.2009,317;02,-41;26,
OMXBBGI,OMX_Baltic_Benchmark_GI,18.11.2009,319;57,-40;79,
OMXBBGI,OMX_Baltic_Benchmark_GI,19.11.2009,318;3,-41;02,
OMXBBGI,OMX_Baltic_Benchmark_GI,20.11.2009,319;71,-40;76,
OMXBBGI,OMX_Baltic_Benchmark_GI,23.11.2009,319;53,-40;79,
OMXBBGI,OMX_Baltic_Benchmark_GI,24.11.2009,320;49,-40;62,
OMXBBGI,OMX_Baltic_Benchmark_GI,25.11.2009,323;12,-40;13,
OMXBBGI,OMX_Baltic_Benchmark_GI,26.11.2009,322;04,-40;33,
OMXBBGI,OMX_Baltic_Benchmark_GI,27.11.2009,316;83,-41;3,
OMXBBGI,OMX_Baltic_Benchmark_GI,30.11.2009,316;34,-41;39,
OMXBBGI,OMX_Baltic_Benchmark_GI,01.12.2009,317;09,-41;25,
OMXBBGI,OMX_Baltic_Benchmark_GI,02.12.2009,316;96,-41;27,
OMXBBGI,OMX_Baltic_Benchmark_GI,03.12.2009,320;3,-40;65,
OMXBBGI,OMX_Baltic_Benchmark_GI,04.12.2009,318;76,-40;94,
OMXBBGI,OMX_Baltic_Benchmark_GI,07.12.2009,317;49,-41;17,
OMXBBGI,OMX_Baltic_Benchmark_GI,08.12.2009,315;33,-41;57,
OMXBBGI,OMX_Baltic_Benchmark_GI,09.12.2009,316;08,-41;43,
OMXBBGI,OMX_Baltic_Benchmark_GI,10.12.2009,315;98,-41;45,
OMXBBGI,OMX_Baltic_Benchmark_GI,11.12.2009,317;52,-41;17,
OMXBBGI,OMX_Baltic_Benchmark_GI,14.12.2009,316;49,-41;36,
OMXBBGI,OMX_Baltic_Benchmark_GI,15.12.2009,310;77,-42;42,
OMXBBGI,OMX_Baltic_Benchmark_GI,16.12.2009,313;52,-41;91,
OMXBBGI,OMX_Baltic_Benchmark_GI,17.12.2009,313;32,-41;95,
OMXBBGI,OMX_Baltic_Benchmark_GI,18.12.2009,310;68,-42;43,
OMXBBGI,OMX_Baltic_Benchmark_GI,21.12.2009,309;41,-42;67,
OMXBBGI,OMX_Baltic_Benchmark_GI,22.12.2009,308;52,-42;83,
OMXBBGI,OMX_Baltic_Benchmark_GI,23.12.2009,310;48,-42;47,
OMXBBGI,OMX_Baltic_Benchmark_GI,28.12.2009,309;27,-42;7,
OMXBBGI,OMX_Baltic_Benchmark_GI,29.12.2009,311;73,-42;24,
OMXBBGI,OMX_Baltic_Benchmark_GI,30.12.2009,314;42,-41;74,
OMXBBGI,OMX_Baltic_Benchmark_GI,04.01.2010,319;26,-40;84,
OMXBBGI,OMX_Baltic_Benchmark_GI,05.01.2010,320;4,-40;63,
OMXBBGI,OMX_Baltic_Benchmark_GI,06.01.2010,319;62,-40;78,
OMXBBGI,OMX_Baltic_Benchmark_GI,07.01.2010,325;73,-39;65,
OMXBBGI,OMX_Baltic_Benchmark_GI,08.01.2010,329;93,-38;87,
OMXBBGI,OMX_Baltic_Benchmark_GI,11.01.2010,335;11,-37;91,
OMXBBGI,OMX_Baltic_Benchmark_GI,12.01.2010,334;21,-38;07,
OMXBBGI,OMX_Baltic_Benchmark_GI,13.01.2010,339;63,-37;07,
OMXBBGI,OMX_Baltic_Benchmark_GI,14.01.2010,350;47,-35;06,
OMXBBGI,OMX_Baltic_Benchmark_GI,15.01.2010,363;07,-32;73,
OMXBBGI,OMX_Baltic_Benchmark_GI,18.01.2010,367;31,-31;94,
OMXBBGI,OMX_Baltic_Benchmark_GI,19.01.2010,364;12,-32;53,
OMXBBGI,OMX_Baltic_Benchmark_GI,20.01.2010,372;39,-31,
OMXBBGI,OMX_Baltic_Benchmark_GI,21.01.2010,382;37,-29;15,
OMXBBGI,OMX_Baltic_Benchmark_GI,22.01.2010,378;01,-29;96,
OMXBBGI,OMX_Baltic_Benchmark_GI,25.01.2010,378;16,-29;93,
OMXBBGI,OMX_Baltic_Benchmark_GI,26.01.2010,380;97,-29;41,
OMXBBGI,OMX_Baltic_Benchmark_GI,27.01.2010,389;96,-27;75,
OMXBBGI,OMX_Baltic_Benchmark_GI,28.01.2010,399;7,-25;94,
OMXBBGI,OMX_Baltic_Benchmark_GI,29.01.2010,412;27,-23;61,
OMXBBGI,OMX_Baltic_Benchmark_GI,01.02.2010,416;93,-22;75,
OMXBBGI,OMX_Baltic_Benchmark_GI,02.02.2010,421;02,-21;99,
OMXBBGI,OMX_Baltic_Benchmark_GI,03.02.2010,421;14,-21;97,
OMXBBGI,OMX_Baltic_Benchmark_GI,04.02.2010,416;51,-22;83,
OMXBBGI,OMX_Baltic_Benchmark_GI,05.02.2010,397;61,-26;33,
OMXBBGI,OMX_Baltic_Benchmark_GI,08.02.2010,405;96,-24;78,
OMXBBGI,OMX_Baltic_Benchmark_GI,09.02.2010,401;1,-25;68,
OMXBBGI,OMX_Baltic_Benchmark_GI,10.02.2010,400;91,-25;72,
OMXBBGI,OMX_Baltic_Benchmark_GI,11.02.2010,401;24,-25;65,
OMXBBGI,OMX_Baltic_Benchmark_GI,12.02.2010,401;51,-25;6,
OMXBBGI,OMX_Baltic_Benchmark_GI,15.02.2010,400;56,-25;78,
OMXBBGI,OMX_Baltic_Benchmark_GI,16.02.2010,398;94,-26;08,
OMXBBGI,OMX_Baltic_Benchmark_GI,17.02.2010,395;35,-26;75,
OMXBBGI,OMX_Baltic_Benchmark_GI,18.02.2010,394;91,-26;83,
OMXBBGI,OMX_Baltic_Benchmark_GI,19.02.2010,392;63,-27;25,
OMXBBGI,OMX_Baltic_Benchmark_GI,22.02.2010,387;31,-28;24,
OMXBBGI,OMX_Baltic_Benchmark_GI,23.02.2010,386;59,-28;37,
OMXBBGI,OMX_Baltic_Benchmark_GI,24.02.2010,384;83,-28;7,
OMXBBGI,OMX_Baltic_Benchmark_GI,25.02.2010,387;25,-28;25,
OMXBBGI,OMX_Baltic_Benchmark_GI,26.02.2010,386;83,-28;32,
OMXBBGI,OMX_Baltic_Benchmark_GI,01.03.2010,396;22,-26;59,
OMXBBGI,OMX_Baltic_Benchmark_GI,02.03.2010,395;15,-26;78,
OMXBBGI,OMX_Baltic_Benchmark_GI,03.03.2010,394;1,-26;98,
OMXBBGI,OMX_Baltic_Benchmark_GI,04.03.2010,398;05,-26;25,
OMXBBGI,OMX_Baltic_Benchmark_GI,05.03.2010,402;86,-25;35,
OMXBBGI,OMX_Baltic_Benchmark_GI,08.03.2010,406;07,-24;76,
OMXBBGI,OMX_Baltic_Benchmark_GI,09.03.2010,403;61,-25;22,
OMXBBGI,OMX_Baltic_Benchmark_GI,10.03.2010,400;69,-25;76,
OMXBBGI,OMX_Baltic_Benchmark_GI,11.03.2010,404;77,-25,
OMXBBGI,OMX_Baltic_Benchmark_GI,12.03.2010,404;96,-24;97,
OMXBBGI,OMX_Baltic_Benchmark_GI,15.03.2010,406;57,-24;67,
OMXBBGI,OMX_Baltic_Benchmark_GI,16.03.2010,409;34,-24;15,
OMXBBGI,OMX_Baltic_Benchmark_GI,17.03.2010,418;13,-22;53,
OMXBBGI,OMX_Baltic_Benchmark_GI,18.03.2010,412;73,-23;53,
OMXBBGI,OMX_Baltic_Benchmark_GI,19.03.2010,417;08,-22;72,
OMXBBGI,OMX_Baltic_Benchmark_GI,22.03.2010,416;56,-22;82,
OMXBBGI,OMX_Baltic_Benchmark_GI,23.03.2010,418;04,-22;54,
OMXBBGI,OMX_Baltic_Benchmark_GI,24.03.2010,417;24,-22;69,
OMXBBGI,OMX_Baltic_Benchmark_GI,25.03.2010,417;3,-22;68,
OMXBBGI,OMX_Baltic_Benchmark_GI,26.03.2010,416;94,-22;75,
OMXBBGI,OMX_Baltic_Benchmark_GI,29.03.2010,414;13,-23;27,
OMXBBGI,OMX_Baltic_Benchmark_GI,30.03.2010,415;17,-23;07,
OMXBBGI,OMX_Baltic_Benchmark_GI,31.03.2010,415;86,-22;95,
OMXBBGI,OMX_Baltic_Benchmark_GI,01.04.2010,416;52,-22;82,
OMXBBGI,OMX_Baltic_Benchmark_GI,06.04.2010,422;56,-21;7,
OMXBBGI,OMX_Baltic_Benchmark_GI,07.04.2010,424;62,-21;32,
OMXBBGI,OMX_Baltic_Benchmark_GI,08.04.2010,428;37,-20;63,
OMXBBGI,OMX_Baltic_Benchmark_GI,09.04.2010,442;57,-18,
OMXBBGI,OMX_Baltic_Benchmark_GI,12.04.2010,446;3,-17;31,
OMXBBGI,OMX_Baltic_Benchmark_GI,13.04.2010,442;89,-17;94,
OMXBBGI,OMX_Baltic_Benchmark_GI,14.04.2010,449;89,-16;64,
OMXBBGI,OMX_Baltic_Benchmark_GI,15.04.2010,465;14,-13;82,
OMXBBGI,OMX_Baltic_Benchmark_GI,16.04.2010,456;2,-15;47,
OMXBBGI,OMX_Baltic_Benchmark_GI,19.04.2010,453;38,-15;99,
OMXBBGI,OMX_Baltic_Benchmark_GI,20.04.2010,450;36,-16;55,
OMXBBGI,OMX_Baltic_Benchmark_GI,21.04.2010,446;04,-17;35,
OMXBBGI,OMX_Baltic_Benchmark_GI,22.04.2010,442;96,-17;92,
OMXBBGI,OMX_Baltic_Benchmark_GI,23.04.2010,443;26,-17;87,
OMXBBGI,OMX_Baltic_Benchmark_GI,26.04.2010,445;83,-17;39,
OMXBBGI,OMX_Baltic_Benchmark_GI,27.04.2010,442;55,-18,
OMXBBGI,OMX_Baltic_Benchmark_GI,28.04.2010,442;96,-17;92,
OMXBBGI,OMX_Baltic_Benchmark_GI,29.04.2010,447;57,-17;07,
OMXBBGI,OMX_Baltic_Benchmark_GI,30.04.2010,444;85,-17;57,
OMXBBGI,OMX_Baltic_Benchmark_GI,03.05.2010,443;55,-17;82,
OMXBBGI,OMX_Baltic_Benchmark_GI,04.05.2010,439;91,-18;49,
OMXBBGI,OMX_Baltic_Benchmark_GI,05.05.2010,447;26,-17;13,
OMXBBGI,OMX_Baltic_Benchmark_GI,06.05.2010,433;77,-19;63,
OMXBBGI,OMX_Baltic_Benchmark_GI,07.05.2010,425;1,-21;23,
OMXBBGI,OMX_Baltic_Benchmark_GI,10.05.2010,445;7,-17;42,
OMXBBGI,OMX_Baltic_Benchmark_GI,11.05.2010,440;95,-18;3,
OMXBBGI,OMX_Baltic_Benchmark_GI,12.05.2010,440;42,-18;4,
OMXBBGI,OMX_Baltic_Benchmark_GI,14.05.2010,432;6,-19;84,
OMXBBGI,OMX_Baltic_Benchmark_GI,17.05.2010,431;47,-20;05,
OMXBBGI,OMX_Baltic_Benchmark_GI,18.05.2010,431;64,-20;02,
OMXBBGI,OMX_Baltic_Benchmark_GI,19.05.2010,425;89,-21;09,
OMXBBGI,OMX_Baltic_Benchmark_GI,20.05.2010,414;54,-23;19,
OMXBBGI,OMX_Baltic_Benchmark_GI,21.05.2010,409;68,-24;09,
OMXBBGI,OMX_Baltic_Benchmark_GI,24.05.2010,414;2,-23;25,
OMXBBGI,OMX_Baltic_Benchmark_GI,25.05.2010,403;06,-25;32,
OMXBBGI,OMX_Baltic_Benchmark_GI,26.05.2010,406;09,-24;76,
OMXBBGI,OMX_Baltic_Benchmark_GI,27.05.2010,407;45,-24;5,
OMXBBGI,OMX_Baltic_Benchmark_GI,28.05.2010,409;13,-24;19,
OMXBBGI,OMX_Baltic_Benchmark_GI,31.05.2010,409;47,-24;13,
OMXBBGI,OMX_Baltic_Benchmark_GI,01.06.2010,407;55,-24;49,
OMXBBGI,OMX_Baltic_Benchmark_GI,02.06.2010,409;81,-24;07,
OMXBBGI,OMX_Baltic_Benchmark_GI,03.06.2010,416;33,-22;86,
OMXBBGI,OMX_Baltic_Benchmark_GI,04.06.2010,415;88,-22;94,
OMXBBGI,OMX_Baltic_Benchmark_GI,07.06.2010,413;37,-23;41,
OMXBBGI,OMX_Baltic_Benchmark_GI,08.06.2010,411;69,-23;72,
OMXBBGI,OMX_Baltic_Benchmark_GI,09.06.2010,412;54,-23;56,
OMXBBGI,OMX_Baltic_Benchmark_GI,10.06.2010,417;13,-22;71,
OMXBBGI,OMX_Baltic_Benchmark_GI,11.06.2010,416;17,-22;89,
OMXBBGI,OMX_Baltic_Benchmark_GI,14.06.2010,424;33,-21;38,
OMXBBGI,OMX_Baltic_Benchmark_GI,15.06.2010,423;54,-21;52,
OMXBBGI,OMX_Baltic_Benchmark_GI,16.06.2010,423;11,-21;6,
OMXBBGI,OMX_Baltic_Benchmark_GI,17.06.2010,425;76,-21;11,
OMXBBGI,OMX_Baltic_Benchmark_GI,18.06.2010,422;97,-21;63,
OMXBBGI,OMX_Baltic_Benchmark_GI,21.06.2010,427;79,-20;74,
OMXBBGI,OMX_Baltic_Benchmark_GI,22.06.2010,420;65,-22;06,
OMXBBGI,OMX_Baltic_Benchmark_GI,23.06.2010,420;77,-22;04,
OMXBBGI,OMX_Baltic_Benchmark_GI,25.06.2010,425;01,-21;25,
OMXBBGI,OMX_Baltic_Benchmark_GI,28.06.2010,415;16,-23;08,
OMXBBGI,OMX_Baltic_Benchmark_GI,29.06.2010,410;43,-23;95,
OMXBBGI,OMX_Baltic_Benchmark_GI,30.06.2010,404;54,-25;04,
OMXBBGI,OMX_Baltic_Benchmark_GI,01.07.2010,402;97,-25;33,
OMXBBGI,OMX_Baltic_Benchmark_GI,02.07.2010,404;6,-25;03,
OMXBBGI,OMX_Baltic_Benchmark_GI,05.07.2010,408;84,-24;25,
OMXBBGI,OMX_Baltic_Benchmark_GI,06.07.2010,408;3,-24;35,
OMXBBGI,OMX_Baltic_Benchmark_GI,07.07.2010,404;38,-25;07,
OMXBBGI,OMX_Baltic_Benchmark_GI,08.07.2010,408;59,-24;29,
OMXBBGI,OMX_Baltic_Benchmark_GI,09.07.2010,409;19,-24;18,
OMXBBGI,OMX_Baltic_Benchmark_GI,12.07.2010,406;11,-24;75,
OMXBBGI,OMX_Baltic_Benchmark_GI,13.07.2010,411;04,-23;84,
OMXBBGI,OMX_Baltic_Benchmark_GI,14.07.2010,416;92,-22;75,
OMXBBGI,OMX_Baltic_Benchmark_GI,15.07.2010,416;83,-22;77,
OMXBBGI,OMX_Baltic_Benchmark_GI,16.07.2010,418;83,-22;4,
OMXBBGI,OMX_Baltic_Benchmark_GI,19.07.2010,413;89,-23;31,
OMXBBGI,OMX_Baltic_Benchmark_GI,20.07.2010,412;44,-23;58,
OMXBBGI,OMX_Baltic_Benchmark_GI,21.07.2010,414;07,-23;28,
OMXBBGI,OMX_Baltic_Benchmark_GI,22.07.2010,417;41,-22;66,
OMXBBGI,OMX_Baltic_Benchmark_GI,23.07.2010,417;88,-22;57,
OMXBBGI,OMX_Baltic_Benchmark_GI,26.07.2010,419;13,-22;34,
OMXBBGI,OMX_Baltic_Benchmark_GI,27.07.2010,420;81,-22;03,
OMXBBGI,OMX_Baltic_Benchmark_GI,28.07.2010,421;65,-21;87,
OMXBBGI,OMX_Baltic_Benchmark_GI,29.07.2010,424;01,-21;44,
OMXBBGI,OMX_Baltic_Benchmark_GI,30.07.2010,423;26,-21;57,
OMXBBGI,OMX_Baltic_Benchmark_GI,02.08.2010,432;42,-19;88,
OMXBBGI,OMX_Baltic_Benchmark_GI,03.08.2010,440;15,-18;45,
OMXBBGI,OMX_Baltic_Benchmark_GI,04.08.2010,441;77,-18;15,
OMXBBGI,OMX_Baltic_Benchmark_GI,05.08.2010,458;77,-15,
OMXBBGI,OMX_Baltic_Benchmark_GI,06.08.2010,456;49,-15;42,
OMXBBGI,OMX_Baltic_Benchmark_GI,09.08.2010,454;65,-15;76,
OMXBBGI,OMX_Baltic_Benchmark_GI,10.08.2010,451;18,-16;4,
OMXBBGI,OMX_Baltic_Benchmark_GI,11.08.2010,452;54,-16;15,
OMXBBGI,OMX_Baltic_Benchmark_GI,12.08.2010,451;24,-16;39,
OMXBBGI,OMX_Baltic_Benchmark_GI,13.08.2010,454;66,-15;76,
OMXBBGI,OMX_Baltic_Benchmark_GI,16.08.2010,454;1,-15;86,
OMXBBGI,OMX_Baltic_Benchmark_GI,17.08.2010,455;71,-15;56,
OMXBBGI,OMX_Baltic_Benchmark_GI,18.08.2010,457;91,-15;15,
OMXBBGI,OMX_Baltic_Benchmark_GI,19.08.2010,456;15,-15;48,
OMXBBGI,OMX_Baltic_Benchmark_GI,20.08.2010,455;08,-15;68,
OMXBBGI,OMX_Baltic_Benchmark_GI,23.08.2010,456;82,-15;36,
OMXBBGI,OMX_Baltic_Benchmark_GI,24.08.2010,445;18,-17;51,
OMXBBGI,OMX_Baltic_Benchmark_GI,25.08.2010,445;17,-17;52,
OMXBBGI,OMX_Baltic_Benchmark_GI,26.08.2010,450;34,-16;56,
OMXBBGI,OMX_Baltic_Benchmark_GI,27.08.2010,451;55,-16;33,
OMXBBGI,OMX_Baltic_Benchmark_GI,30.08.2010,453;83,-15;91,
OMXBBGI,OMX_Baltic_Benchmark_GI,31.08.2010,451;17,-16;4,
OMXBBGI,OMX_Baltic_Benchmark_GI,01.09.2010,453;65,-15;94,
OMXBBGI,OMX_Baltic_Benchmark_GI,02.09.2010,454;91,-15;71,
OMXBBGI,OMX_Baltic_Benchmark_GI,03.09.2010,457;3,-15;27,
OMXBBGI,OMX_Baltic_Benchmark_GI,06.09.2010,459;22,-14;91,
OMXBBGI,OMX_Baltic_Benchmark_GI,07.09.2010,459;48,-14;86,
OMXBBGI,OMX_Baltic_Benchmark_GI,08.09.2010,457;15,-15;3,
OMXBBGI,OMX_Baltic_Benchmark_GI,09.09.2010,463;23,-14;17,
OMXBBGI,OMX_Baltic_Benchmark_GI,10.09.2010,463;62,-14;1,
OMXBBGI,OMX_Baltic_Benchmark_GI,13.09.2010,464;34,-13;96,
OMXBBGI,OMX_Baltic_Benchmark_GI,14.09.2010,465;36,-13;77,
OMXBBGI,OMX_Baltic_Benchmark_GI,15.09.2010,464;47,-13;94,
OMXBBGI,OMX_Baltic_Benchmark_GI,16.09.2010,468;89,-13;12,
OMXBBGI,OMX_Baltic_Benchmark_GI,17.09.2010,468;28,-13;23,
OMXBBGI,OMX_Baltic_Benchmark_GI,20.09.2010,473;59,-12;25,
OMXBBGI,OMX_Baltic_Benchmark_GI,21.09.2010,471;79,-12;58,
OMXBBGI,OMX_Baltic_Benchmark_GI,22.09.2010,474,-12;17,
OMXBBGI,OMX_Baltic_Benchmark_GI,23.09.2010,469;26,-13;05,
OMXBBGI,OMX_Baltic_Benchmark_GI,24.09.2010,470;5,-12;82,
OMXBBGI,OMX_Baltic_Benchmark_GI,27.09.2010,475;49,-11;9,
OMXBBGI,OMX_Baltic_Benchmark_GI,28.09.2010,478;03,-11;43,
OMXBBGI,OMX_Baltic_Benchmark_GI,29.09.2010,477;48,-11;53,
OMXBBGI,OMX_Baltic_Benchmark_GI,30.09.2010,479;38,-11;18,
OMXBBGI,OMX_Baltic_Benchmark_GI,01.10.2010,480;58,-10;95,
OMXBBGI,OMX_Baltic_Benchmark_GI,04.10.2010,478;74,-11;3,
OMXBBGI,OMX_Baltic_Benchmark_GI,05.10.2010,479;95,-11;07,
OMXBBGI,OMX_Baltic_Benchmark_GI,06.10.2010,483;62,-10;39,
OMXBBGI,OMX_Baltic_Benchmark_GI,07.10.2010,486;27,-9;9,
OMXBBGI,OMX_Baltic_Benchmark_GI,08.10.2010,490;49,-9;12,
OMXBBGI,OMX_Baltic_Benchmark_GI,11.10.2010,496;53,-8,
OMXBBGI,OMX_Baltic_Benchmark_GI,12.10.2010,496;13,-8;07,
OMXBBGI,OMX_Baltic_Benchmark_GI,13.10.2010,498;63,-7;61,
OMXBBGI,OMX_Baltic_Benchmark_GI,14.10.2010,499;32,-7;48,
OMXBBGI,OMX_Baltic_Benchmark_GI,15.10.2010,504;12,-6;59,
OMXBBGI,OMX_Baltic_Benchmark_GI,18.10.2010,500;95,-7;18,
OMXBBGI,OMX_Baltic_Benchmark_GI,19.10.2010,503;63,-6;68,
OMXBBGI,OMX_Baltic_Benchmark_GI,20.10.2010,504;64,-6;5,
OMXBBGI,OMX_Baltic_Benchmark_GI,21.10.2010,505;54,-6;33,
OMXBBGI,OMX_Baltic_Benchmark_GI,22.10.2010,508;42,-5;8,
OMXBBGI,OMX_Baltic_Benchmark_GI,25.10.2010,510;23,-5;46,
OMXBBGI,OMX_Baltic_Benchmark_GI,26.10.2010,506;28,-6;19,
OMXBBGI,OMX_Baltic_Benchmark_GI,27.10.2010,500;75,-7;22,
OMXBBGI,OMX_Baltic_Benchmark_GI,28.10.2010,504;92,-6;44,
OMXBBGI,OMX_Baltic_Benchmark_GI,29.10.2010,504;47,-6;53,
OMXBBGI,OMX_Baltic_Benchmark_GI,01.11.2010,504;34,-6;55,
OMXBBGI,OMX_Baltic_Benchmark_GI,02.11.2010,507;99,-5;88,
OMXBBGI,OMX_Baltic_Benchmark_GI,03.11.2010,513;26,-4;9,
OMXBBGI,OMX_Baltic_Benchmark_GI,04.11.2010,521;21,-3;43,
OMXBBGI,OMX_Baltic_Benchmark_GI,05.11.2010,525;02,-2;72,
OMXBBGI,OMX_Baltic_Benchmark_GI,08.11.2010,520;09,-3;63,
OMXBBGI,OMX_Baltic_Benchmark_GI,09.11.2010,523;96,-2;92,
OMXBBGI,OMX_Baltic_Benchmark_GI,10.11.2010,523;55,-2;99,
OMXBBGI,OMX_Baltic_Benchmark_GI,11.11.2010,529;37,-1;91,
OMXBBGI,OMX_Baltic_Benchmark_GI,12.11.2010,523;47,-3;01,
OMXBBGI,OMX_Baltic_Benchmark_GI,15.11.2010,522;39,-3;21,
OMXBBGI,OMX_Baltic_Benchmark_GI,16.11.2010,519;67,-3;71,
OMXBBGI,OMX_Baltic_Benchmark_GI,17.11.2010,520;6,-3;54,
OMXBBGI,OMX_Baltic_Benchmark_GI,18.11.2010,524;38,-2;84,
OMXBBGI,OMX_Baltic_Benchmark_GI,19.11.2010,526;34,-2;48,
OMXBBGI,OMX_Baltic_Benchmark_GI,22.11.2010,521;59,-3;36,
OMXBBGI,OMX_Baltic_Benchmark_GI,23.11.2010,516;13,-4;37,
OMXBBGI,OMX_Baltic_Benchmark_GI,24.11.2010,517;11,-4;19,
OMXBBGI,OMX_Baltic_Benchmark_GI,25.11.2010,520;65,-3;53,
OMXBBGI,OMX_Baltic_Benchmark_GI,26.11.2010,521;88,-3;3,
OMXBBGI,OMX_Baltic_Benchmark_GI,29.11.2010,525;19,-2;69,
OMXBBGI,OMX_Baltic_Benchmark_GI,30.11.2010,525;17,-2;69,
OMXBBGI,OMX_Baltic_Benchmark_GI,01.12.2010,526;79,-2;39,
OMXBBGI,OMX_Baltic_Benchmark_GI,02.12.2010,534;67,-0;93,
OMXBBGI,OMX_Baltic_Benchmark_GI,03.12.2010,532;93,-1;25,
OMXBBGI,OMX_Baltic_Benchmark_GI,06.12.2010,525;38,-2;65,
OMXBBGI,OMX_Baltic_Benchmark_GI,07.12.2010,525;74,-2;59,
OMXBBGI,OMX_Baltic_Benchmark_GI,08.12.2010,523;34,-3;03,
OMXBBGI,OMX_Baltic_Benchmark_GI,09.12.2010,517;29,-4;15,
OMXBBGI,OMX_Baltic_Benchmark_GI,10.12.2010,515;34,-4;51,
OMXBBGI,OMX_Baltic_Benchmark_GI,13.12.2010,519;46,-3;75,
OMXBBGI,OMX_Baltic_Benchmark_GI,14.12.2010,520;99,-3;47,
OMXBBGI,OMX_Baltic_Benchmark_GI,15.12.2010,517;48,-4;12,
OMXBBGI,OMX_Baltic_Benchmark_GI,16.12.2010,518;32,-3;96,
OMXBBGI,OMX_Baltic_Benchmark_GI,17.12.2010,520;11,-3;63,
OMXBBGI,OMX_Baltic_Benchmark_GI,20.12.2010,523;41,-3;02,
OMXBBGI,OMX_Baltic_Benchmark_GI,21.12.2010,526;57,-2;43,
OMXBBGI,OMX_Baltic_Benchmark_GI,22.12.2010,528;54,-2;07,
OMXBBGI,OMX_Baltic_Benchmark_GI,23.12.2010,528;48,-2;08,
OMXBBGI,OMX_Baltic_Benchmark_GI,27.12.2010,525;45,-2;64,
OMXBBGI,OMX_Baltic_Benchmark_GI,28.12.2010,529;76,-1;84,
OMXBBGI,OMX_Baltic_Benchmark_GI,29.12.2010,528;8,-2;02,
OMXBBGI,OMX_Baltic_Benchmark_GI,30.12.2010,533;99,-1;06,
OMXBBGI,OMX_Baltic_Benchmark_GI,03.01.2011,541;3,0;3,
OMXBBGI,OMX_Baltic_Benchmark_GI,04.01.2011,548;33,1;6,
OMXBBGI,OMX_Baltic_Benchmark_GI,05.01.2011,544;73,0;93,
OMXBBGI,OMX_Baltic_Benchmark_GI,06.01.2011,556;61,3;13,
OMXBBGI,OMX_Baltic_Benchmark_GI,07.01.2011,557;18,3;24,
OMXBBGI,OMX_Baltic_Benchmark_GI,10.01.2011,556;88,3;18,
OMXBBGI,OMX_Baltic_Benchmark_GI,11.01.2011,556;27,3;07,
OMXBBGI,OMX_Baltic_Benchmark_GI,12.01.2011,555;91,3,
OMXBBGI,OMX_Baltic_Benchmark_GI,13.01.2011,558;17,3;42,
OMXBBGI,OMX_Baltic_Benchmark_GI,14.01.2011,558;4,3;46,
OMXBBGI,OMX_Baltic_Benchmark_GI,17.01.2011,561;35,4;01,
OMXBBGI,OMX_Baltic_Benchmark_GI,18.01.2011,561;24,3;99,
OMXBBGI,OMX_Baltic_Benchmark_GI,19.01.2011,561;53,4;04,
OMXBBGI,OMX_Baltic_Benchmark_GI,20.01.2011,555;6,2;95,
OMXBBGI,OMX_Baltic_Benchmark_GI,21.01.2011,556;62,3;14,
OMXBBGI,OMX_Baltic_Benchmark_GI,24.01.2011,549;39,1;8,
OMXBBGI,OMX_Baltic_Benchmark_GI,25.01.2011,546;94,1;34,
OMXBBGI,OMX_Baltic_Benchmark_GI,26.01.2011,544;39,0;87,
OMXBBGI,OMX_Baltic_Benchmark_GI,27.01.2011,550;53,2;01,
OMXBBGI,OMX_Baltic_Benchmark_GI,28.01.2011,551;48,2;18,
OMXBBGI,OMX_Baltic_Benchmark_GI,31.01.2011,547;84,1;51,
OMXBBGI,OMX_Baltic_Benchmark_GI,01.02.2011,549;77,1;87,
OMXBBGI,OMX_Baltic_Benchmark_GI,02.02.2011,554;06,2;66,
OMXBBGI,OMX_Baltic_Benchmark_GI,03.02.2011,552;07,2;29,
OMXBBGI,OMX_Baltic_Benchmark_GI,04.02.2011,558;44,3;47,
OMXBBGI,OMX_Baltic_Benchmark_GI,07.02.2011,561;39,4;02,
OMXBBGI,OMX_Baltic_Benchmark_GI,08.02.2011,563;61,4;43,
OMXBBGI,OMX_Baltic_Benchmark_GI,09.02.2011,565;44,4;77,
OMXBBGI,OMX_Baltic_Benchmark_GI,10.02.2011,563;79,4;46,
OMXBBGI,OMX_Baltic_Benchmark_GI,11.02.2011,564;83,4;66,
OMXBBGI,OMX_Baltic_Benchmark_GI,14.02.2011,566;97,5;05,
OMXBBGI,OMX_Baltic_Benchmark_GI,15.02.2011,567;44,5;14,
OMXBBGI,OMX_Baltic_Benchmark_GI,16.02.2011,568;62,5;36,
OMXBBGI,OMX_Baltic_Benchmark_GI,17.02.2011,568;18,5;28,
OMXBBGI,OMX_Baltic_Benchmark_GI,18.02.2011,570;01,5;62,
OMXBBGI,OMX_Baltic_Benchmark_GI,21.02.2011,567;55,5;16,
